aX,aY,aZ,gX,gY,gZ
-0.209,-1.044,-0.280,-4.822,3.052,-0.427

-1.139,-1.899,-0.040,32.166,7.996,67.139
-1.200,-2.111,-0.242,35.400,12.695,90.515
-1.259,-2.182,-0.283,54.260,2.502,123.962
-1.283,-2.173,-0.182,82.031,-11.047,159.302
-1.315,-2.071,-0.151,120.911,-18.433,191.895
-1.325,-1.832,-0.242,140.137,-19.897,225.220
-1.328,-1.562,-0.358,140.991,-23.621,252.441
-1.320,-1.403,-0.493,141.418,-33.508,270.081
-1.278,-1.245,-0.515,136.292,-52.368,283.813
-1.243,-1.168,-0.407,105.469,-73.975,296.204
-1.207,-1.232,-0.189,83.557,-90.027,306.641
-1.139,-1.213,0.042,89.111,-103.088,324.036
-1.048,-0.974,0.150,86.426,-109.619,349.976
-0.939,-0.640,-0.025,90.393,-104.309,371.948
-0.823,-0.338,-0.341,96.741,-100.952,382.141
-0.707,-0.133,-0.606,101.685,-112.671,380.554
-0.608,0.023,-0.686,117.004,-140.503,373.230
-0.526,0.090,-0.640,121.704,-171.265,362.183
-0.501,0.021,-0.520,111.084,-192.749,350.281
-0.505,-0.141,-0.410,103.821,-203.674,345.093
-0.532,-0.270,-0.233,97.168,-213.196,353.394
-0.578,-0.350,0.027,76.294,-220.703,372.375
-0.632,-0.437,0.242,29.541,-215.942,396.362
-0.697,-0.468,0.323,-13.428,-201.477,423.645
-0.749,-0.267,0.351,-29.602,-190.369,455.383
-0.770,0.051,0.423,-15.442,-192.566,482.727
-0.724,0.359,0.750,5.676,-210.327,495.728
-0.676,0.545,1.300,23.621,-228.943,495.117
-0.616,0.928,1.741,46.021,-225.647,489.136
-0.474,1.662,1.772,101.440,-199.036,483.276
-0.217,2.346,1.542,168.030,-173.950,461.487
-0.251,2.773,1.546,207.520,-169.373,408.569
-0.046,2.814,1.781,203.979,-178.223,329.956
0.122,2.478,1.922,185.791,-164.246,241.882
0.278,1.968,1.858,176.758,-137.512,169.678
0.321,1.466,1.773,189.514,-119.934,124.329
0.364,1.097,1.776,197.876,-116.821,107.300
0.413,0.942,1.785,203.186,-112.671,112.793
0.465,1.065,1.676,201.599,-99.670,132.324
0.520,1.289,1.356,191.345,-79.712,151.978
0.590,1.428,0.992,170.532,-64.697,165.283
0.691,1.584,0.883,144.165,-65.613,178.833
0.774,1.831,0.976,128.906,-71.960,194.885
0.824,2.109,1.035,123.047,-64.819,208.740
0.884,2.424,1.000,119.629,-45.471,215.698
0.923,2.740,0.938,95.703,-24.841,208.679
0.957,2.816,0.881,48.218,-8.728,178.284
0.963,2.692,0.894,2.075,0.916,130.615
0.965,2.283,0.971,-23.315,7.446,74.646
0.916,1.771,1.011,-26.611,17.517,26.611
0.842,1.340,0.909,-28.564,35.400,-0.977
0.767,1.019,0.630,-40.527,56.763,-13.123
0.715,0.796,0.248,-48.889,71.716,-16.113
0.691,0.759,-0.222,-67.322,70.618,-14.282
0.688,0.501,-0.188,-124.329,44.067,-16.785
0.677,0.230,0.108,-125.610,5.920,-22.156
0.701,0.167,0.376,-114.258,-9.827,-6.775
0.718,0.196,0.476,-82.275,-7.629,14.099
0.727,0.222,0.530,-51.758,-2.502,33.203
0.720,0.316,0.605,-36.926,1.831,51.392
0.706,0.477,0.629,-37.964,12.390,68.542
0.688,0.624,0.507,-39.429,27.710,78.796
0.651,0.712,0.347,-39.185,39.490,82.581
0.626,0.798,0.241,-34.973,41.992,84.473
0.614,0.882,0.165,-24.475,40.649,85.815
0.613,0.948,0.156,-18.311,37.720,83.801
0.602,0.917,0.217,-20.020,34.241,77.087
0.570,0.825,0.245,-18.066,34.729,70.251
0.544,0.782,0.208,-12.695,38.147,68.787
0.533,0.819,0.201,-9.460,38.452,71.777
0.531,0.900,0.182,-6.531,38.269,73.364
0.538,0.964,0.107,-5.737,40.405,71.838
0.537,0.999,0.042,-5.127,40.222,66.406
0.541,1.040,-0.005,-4.089,36.804,59.753
0.529,1.030,-0.008,-6.226,31.677,50.659
0.513,0.954,0.016,-12.634,26.062,39.368
0.501,0.819,0.103,-24.292,20.691,29.663
0.503,0.729,0.214,-30.518,16.846,24.902
0.497,0.630,0.276,-28.198,18.250,24.292
0.491,0.577,0.252,-22.522,23.437,27.405
0.486,0.626,0.173,-15.503,29.297,35.461
0.462,0.775,0.073,-16.418,31.677,42.664
0.550,0.902,0.097,-59.753,33.020,41.138
0.512,0.746,-0.054,-57.556,31.677,27.649
0.511,0.748,0.027,-45.715,20.752,25.574
0.512,0.788,0.128,-32.471,11.292,28.870
0.513,0.834,0.105,-19.104,13.306,30.518
0.516,0.865,0.028,-11.597,16.296,29.541
0.516,0.892,-0.027,-1.038,13.306,27.039
0.519,0.903,0.042,1.648,5.615,23.193
0.501,0.818,0.179,-1.587,1.038,17.761
0.498,0.772,0.262,-8.362,4.395,16.602
0.492,0.807,0.174,-4.761,14.587,20.508
0.479,0.860,0.049,-1.770,22.339,23.560
0.465,0.887,-0.049,-3.479,23.315,23.499
0.468,0.912,-0.099,-8.423,18.677,22.705
0.473,0.932,-0.091,-11.658,10.254,20.996
0.489,0.931,-0.030,-12.329,2.258,17.456
0.500,0.896,0.040,-9.460,-2.502,12.268
0.498,0.834,0.115,-8.423,-4.822,6.653
0.484,0.723,0.165,-12.573,-4.639,1.831
0.479,0.678,0.174,-16.113,-1.282,2.686
0.476,0.727,0.080,-17.700,5.493,8.301
0.483,0.787,0.002,-20.630,9.338,12.085
0.443,0.803,-0.055,-25.696,7.507,13.245
0.514,0.956,0.026,-45.532,3.906,15.320
0.517,0.914,0.125,-44.312,-0.671,9.949
0.553,0.951,0.146,-48.157,2.319,5.005
0.572,0.965,0.149,-37.292,6.531,0.671
0.562,0.988,0.105,-21.851,10.498,-4.211
0.553,0.924,0.058,-17.273,13.428,-11.353
0.537,0.841,0.036,-14.832,13.062,-16.907
0.535,0.826,0.037,-12.939,12.085,-16.663
0.536,0.821,0.027,-10.193,11.902,-14.893
0.540,0.808,0.022,-9.155,11.108,-13.245
0.532,0.779,0.034,-10.071,10.315,-11.414
0.521,0.753,0.030,-12.207,11.169,-8.850
0.511,0.720,0.005,-17.761,13.123,-5.554
0.512,0.725,-0.026,-24.231,14.282,-1.648

0.122,2.424,0.524,-69.092,-72.632,-54.199
0.134,2.575,0.633,-61.157,-77.454,-82.886
0.063,2.632,0.785,-65.186,-78.979,-120.178
-0.032,2.483,0.905,-78.857,-80.078,-161.072
-0.133,2.287,0.959,-83.984,-79.468,-195.129
-0.226,2.251,1.062,-81.116,-82.947,-217.163
-0.298,2.271,1.224,-77.637,-87.219,-239.319
-0.325,2.296,1.333,-73.547,-85.266,-265.137
-0.360,2.339,1.349,-71.289,-75.806,-295.593
-0.477,2.213,1.330,-82.275,-61.279,-336.426
-0.551,1.849,1.290,-95.093,-47.302,-382.690
-0.546,1.457,1.231,-90.759,-36.743,-416.260
-0.479,1.127,1.352,-75.500,-31.921,-435.181
-0.389,0.896,1.516,-50.781,-23.254,-446.594
-0.482,0.703,1.470,-38.330,5.554,-457.764
-0.553,0.405,1.278,-41.809,45.349,-475.403
-0.607,0.080,1.203,-74.158,74.158,-492.981
-0.683,-0.278,0.991,-80.872,100.342,-504.700
-0.691,-0.513,0.744,-71.716,124.023,-505.798
-0.726,-0.580,0.724,-50.110,134.216,-501.282
-0.818,-0.740,0.665,-8.362,145.081,-500.488
-0.942,-0.842,0.397,6.409,171.753,-497.131
-1.070,-1.086,0.053,12.390,195.068,-496.887
-1.187,-1.400,-0.319,17.212,205.688,-490.295
-1.303,-1.801,-0.650,18.005,207.275,-472.107
-1.375,-2.285,-0.945,14.648,202.209,-443.665
-1.402,-2.711,-1.208,-3.784,194.397,-399.536
-1.465,-3.235,-1.486,-31.677,186.096,-345.154
-1.502,-3.776,-1.715,-60.791,172.119,-279.236
-1.497,-4.000,-1.899,-80.017,153.015,-193.054
-1.462,-4.000,-1.981,-77.820,125.977,-89.172
-1.404,-3.749,-1.944,-77.637,91.370,9.827
-1.288,-3.404,-1.838,-88.501,56.519,90.881
-1.083,-2.953,-1.656,-91.797,22.644,157.532
-0.771,-2.307,-1.447,-81.482,-8.362,213.135
-0.360,-1.520,-1.193,-54.993,-36.133,249.512
0.156,-0.724,-0.897,-11.108,-64.209,257.385
0.633,-0.038,-0.435,18.066,-94.421,231.567
1.003,-0.013,0.253,15.259,-115.601,172.119
1.193,0.026,0.615,53.955,-106.445,116.638
1.420,-0.035,0.732,45.593,-74.036,64.392
1.373,-0.317,0.844,6.531,-39.307,18.433
1.300,-0.524,0.376,-16.846,15.320,-7.202
1.157,-0.587,-0.172,-16.296,55.054,-16.907
1.003,-0.732,-0.391,-9.888,55.603,-25.085
0.838,-0.940,-0.432,-10.437,47.974,-30.212
0.695,-1.070,-0.620,-4.333,51.147,-24.963
0.601,-1.115,-0.807,1.282,52.307,-13.367
0.540,-1.099,-0.838,3.174,41.016,-1.160
0.505,-1.031,-0.715,8.301,24.475,9.766
0.509,-0.977,-0.572,10.986,13.916,16.724
0.529,-0.894,-0.550,16.724,12.146,20.813
0.553,-0.770,-0.555,22.339,11.047,23.987
0.568,-0.684,-0.545,24.231,7.690,22.644
0.567,-0.678,-0.534,23.743,4.517,17.273
0.582,-0.721,-0.495,16.296,1.709,12.634
0.594,-0.782,-0.409,7.324,-0.122,11.597
0.623,-0.788,-0.327,-2.197,1.160,14.343
0.672,-0.738,-0.337,-4.517,5.676,18.738
0.717,-0.659,-0.315,2.441,6.775,21.729
0.758,-0.606,-0.268,8.057,5.371,21.118
0.780,-0.579,-0.211,9.521,5.432,18.677
0.784,-0.557,-0.182,7.935,8.728,16.052
0.766,-0.560,-0.217,10.193,14.648,13.245
0.743,-0.567,-0.239,9.155,18.555,11.230
0.723,-0.519,-0.292,8.240,22.034,10.559
0.702,-0.467,-0.394,10.681,25.146,9.766
0.679,-0.497,-0.478,7.568,24.780,5.432
0.659,-0.545,-0.490,3.296,19.836,1.343
0.653,-0.559,-0.453,2.808,13.306,0.610
0.647,-0.579,-0.404,1.709,9.277,0.122
0.647,-0.617,-0.362,-0.854,7.874,-1.160
0.650,-0.639,-0.340,0.610,8.301,-1.282
0.653,-0.640,-0.349,1.648,10.254,-0.671
0.658,-0.637,-0.354,0.854,11.536,-0.244
0.658,-0.615,-0.359,0.793,11.414,-0.183
0.648,-0.612,-0.363,2.319,11.353,-0.916
0.637,-0.625,-0.383,4.700,11.658,-2.502
0.626,-0.648,-0.418,6.592,12.512,-3.296
0.613,-0.654,-0.413,9.705,11.169,-2.625
0.615,-0.651,-0.413,8.484,9.766,-1.282
0.617,-0.631,-0.461,8.728,10.010,-0.366
0.628,-0.615,-0.466,6.165,7.874,0.244
0.638,-0.616,-0.419,-0.244,4.700,-0.732
0.646,-0.623,-0.397,0.183,3.540,-1.587
0.646,-0.650,-0.401,2.319,3.784,-2.747
0.650,-0.672,-0.378,1.465,3.235,-3.113
0.655,-0.662,-0.363,-0.061,2.747,-1.831
0.663,-0.644,-0.401,1.221,3.906,-0.610
0.666,-0.663,-0.437,1.343,4.517,-0.732
0.665,-0.705,-0.380,-0.183,1.465,-0.854
0.669,-0.693,-0.326,-1.953,0.000,1.953
0.666,-0.649,-0.348,-0.244,2.869,5.005
0.655,-0.629,-0.388,0.122,5.371,5.676
0.647,-0.606,-0.394,0.488,4.211,5.554
0.637,-0.578,-0.395,2.625,3.052,5.188
0.626,-0.586,-0.427,4.578,3.418,2.930
0.614,-0.623,-0.454,3.784,3.357,0.732
0.622,-0.651,-0.443,3.296,0.732,-0.061
0.635,-0.647,-0.410,3.113,-2.014,0.610
0.644,-0.660,-0.364,1.099,-3.662,0.671
0.655,-0.678,-0.333,0.610,-3.601,0.671
0.664,-0.662,-0.344,0.916,-1.587,1.709
0.665,-0.640,-0.368,1.282,0.366,2.197
0.659,-0.633,-0.404,0.854,1.587,1.221
0.653,-0.641,-0.430,-1.282,1.831,-0.244
0.652,-0.662,-0.411,-3.418,-0.061,-1.465
0.651,-0.683,-0.387,-3.601,-1.282,-2.014
0.653,-0.691,-0.386,-2.808,-0.916,-1.587
0.653,-0.690,-0.385,-1.892,-0.305,-0.610
0.656,-0.682,-0.380,1.038,0.061,0.305
0.661,-0.661,-0.409,3.723,0.793,0.793
0.666,-0.656,-0.399,2.380,0.183,1.221
0.666,-0.644,-0.379,0.061,-0.671,1.221
0.673,-0.640,-0.389,0.549,0.244,0.854
0.677,-0.648,-0.391,0.732,0.427,0.244
0.682,-0.654,-0.357,-0.061,-0.854,0.000
0.684,-0.655,-0.336,-0.854,-0.244,0.000
0.677,-0.659,-0.360,2.014,2.197,0.183

-0.336,-1.303,-1.091,36.743,-46.448,-153.992
-0.388,-1.394,-1.122,38.635,-52.246,-143.250
-0.409,-1.392,-1.195,37.231,-57.129,-128.357
-0.405,-1.288,-1.279,37.720,-64.270,-111.084
-0.395,-1.169,-1.315,36.072,-76.172,-97.107
-0.397,-1.109,-1.275,28.564,-89.722,-89.661
-0.390,-1.089,-1.223,18.921,-101.501,-86.060
-0.388,-1.065,-1.155,11.841,-110.962,-82.458
-0.404,-1.144,-1.133,12.939,-120.361,-78.735
-0.391,-1.114,-1.087,0.610,-130.310,-67.505
-0.392,-1.075,-0.997,-6.714,-143.188,-54.138
-0.374,-1.016,-0.883,-9.888,-156.433,-43.396
-0.381,-0.958,-0.830,-18.372,-166.626,-33.142
-0.400,-0.917,-0.812,-33.264,-176.758,-24.170
-0.433,-0.852,-0.795,-43.213,-190.002,-14.771
-0.475,-0.803,-0.717,-46.326,-208.069,-6.470
-0.499,-0.774,-0.470,-47.791,-229.004,-1.160
-0.515,-0.823,-0.119,-33.630,-247.620,2.014
-0.530,-0.916,0.156,-22.827,-255.859,7.141
-0.559,-1.022,0.311,-23.132,-256.775,18.066
-0.584,-1.062,0.398,-30.762,-258.728,35.889
-0.624,-0.955,0.419,-34.302,-262.817,60.425
-0.632,-0.773,0.474,-38.330,-272.949,81.421
-0.619,-0.643,0.618,-44.434,-290.710,91.980
-0.623,-0.732,0.872,-60.852,-312.195,94.299
-0.646,-1.025,1.211,-91.492,-330.811,96.375
-0.650,-1.224,1.486,-116.577,-337.524,114.380
-0.653,-1.194,1.668,-124.207,-335.449,148.804
-0.600,-1.044,1.783,-126.648,-330.750,180.542
-0.478,-0.855,1.847,-115.662,-326.294,202.698
-0.349,-0.787,1.954,-103.821,-325.989,212.646
-0.262,-0.964,2.145,-100.830,-324.951,213.257
-0.144,-1.205,2.406,-110.901,-317.505,221.191
-0.058,-1.297,2.560,-104.309,-294.678,248.596
0.062,-1.155,2.479,-91.431,-254.578,287.842
0.171,-0.828,2.102,-75.684,-204.285,328.613
0.245,-0.477,1.710,-72.388,-163.940,359.253
0.334,-0.195,1.480,-81.116,-141.418,376.465
0.464,0.363,1.692,-85.571,-123.962,381.714
0.254,-0.099,1.233,-70.435,-85.632,361.267
0.252,0.258,0.820,-104.675,-50.842,372.620
0.270,0.757,0.537,-130.798,-44.495,389.038
0.336,0.880,0.406,-153.381,-49.011,363.159
0.278,0.818,0.473,-205.444,-50.598,325.439
0.306,0.673,0.402,-195.679,-43.518,293.823
0.326,0.790,0.331,-171.082,-39.673,274.414
0.427,0.706,0.473,-172.852,-49.377,244.324
0.417,0.404,0.682,-143.738,-59.509,209.412
0.422,0.354,0.823,-117.188,-61.829,188.354
0.460,0.283,0.826,-117.798,-55.786,171.692
0.464,0.134,0.937,-113.647,-56.885,154.846
0.489,0.092,1.120,-90.210,-60.425,149.048
0.548,0.188,1.190,-58.960,-53.406,151.123
0.592,0.303,1.135,-39.185,-39.307,151.184
0.589,0.353,0.990,-30.884,-24.536,146.118
0.575,0.349,0.830,-25.879,-15.015,141.418
0.590,0.463,0.754,-18.677,-13.672,143.372
0.615,0.582,0.852,-3.418,-20.264,144.592
0.652,0.689,0.949,4.150,-22.034,141.663
0.689,0.810,0.907,7.690,-13.000,135.986
0.711,0.887,0.866,2.625,-5.554,126.892
0.724,0.914,0.884,-3.723,-3.723,115.601
0.734,0.950,0.905,-9.277,-1.587,104.919
0.710,0.944,0.875,-16.296,4.639,94.360
0.677,0.913,0.763,-20.752,13.489,83.313
0.663,0.897,0.663,-21.057,18.311,75.378
0.666,0.877,0.743,-27.527,13.977,68.054
0.652,0.827,0.824,-30.396,11.536,58.716
0.647,0.822,0.772,-26.245,18.494,51.025
0.641,0.842,0.715,-20.447,23.437,45.349
0.627,0.841,0.702,-14.893,22.949,37.964
0.608,0.810,0.625,-14.038,25.574,30.029
0.598,0.792,0.524,-11.536,28.259,23.865
0.595,0.815,0.481,-7.629,25.452,19.653
0.595,0.840,0.495,-5.249,19.897,14.160
0.581,0.759,0.518,-9.216,15.930,5.188
0.565,0.617,0.567,-15.869,12.390,-2.991
0.554,0.523,0.623,-18.494,9.949,-4.822
0.559,0.494,0.675,-17.761,9.033,-3.052
0.566,0.476,0.731,-16.968,8.545,-0.977
0.564,0.467,0.728,-16.785,11.780,-0.061
0.554,0.462,0.658,-18.005,17.029,0.244
0.544,0.457,0.564,-16.174,19.714,0.549
0.537,0.460,0.537,-15.137,17.700,2.197
0.536,0.450,0.587,-13.123,13.428,4.150
0.553,0.486,0.610,-10.742,12.512,6.714
0.559,0.512,0.571,-6.775,14.893,8.362
0.559,0.459,0.598,-10.376,14.648,6.470
0.557,0.404,0.617,-17.822,13.916,5.249
0.550,0.406,0.591,-19.775,16.052,7.874
0.547,0.426,0.573,-17.761,16.113,10.925
0.545,0.434,0.579,-16.663,14.404,12.573
0.578,0.439,0.572,-14.160,13.367,13.611
0.555,0.447,0.583,-9.949,12.329,14.099
0.543,0.415,0.625,-9.277,10.193,12.756
0.536,0.388,0.623,-7.751,9.888,12.695
0.529,0.403,0.559,-9.399,12.573,15.564
0.533,0.429,0.545,-10.620,11.292,18.372
0.535,0.431,0.582,-11.780,7.141,19.470
0.530,0.426,0.601,-15.015,5.859,20.264
0.530,0.455,0.565,-17.212,7.324,22.278
0.530,0.470,0.551,-16.785,7.141,23.560
0.528,0.437,0.618,-18.005,3.723,22.766
0.532,0.409,0.694,-21.301,2.136,23.682
0.522,0.387,0.688,-21.423,5.676,26.062
0.518,0.374,0.628,-21.973,10.681,28.809
0.519,0.389,0.576,-22.827,12.939,32.654
0.524,0.416,0.578,-22.461,11.780,36.621
0.528,0.454,0.587,-22.095,10.864,39.795
0.527,0.471,0.560,-22.156,11.597,41.077
0.513,0.478,0.522,-20.081,12.024,41.077
0.506,0.484,0.528,-17.517,9.766,41.382
0.510,0.504,0.539,-16.174,7.446,42.053
0.520,0.520,0.591,-16.968,5.554,43.030
0.525,0.522,0.610,-20.081,5.737,42.542
0.526,0.539,0.567,-18.982,8.606,42.236
0.525,0.536,0.567,-19.348,8.301,41.321
0.514,0.503,0.590,-22.583,7.202,39.917
0.497,0.457,0.580,-24.963,8.606,40.100

-0.094,1.054,1.907,37.476,-124.512,31.250
-0.152,1.058,1.888,18.677,-91.187,2.625
-0.220,0.885,1.718,5.798,-56.396,-32.349
-0.287,0.737,1.569,-10.986,-30.518,-60.791
-0.337,0.597,1.375,-7.019,-14.832,-77.881
-0.394,0.496,1.249,2.075,-6.104,-89.233
-0.460,0.440,1.095,8.301,0.732,-94.788
-0.506,0.479,0.960,-8.789,8.850,-97.290
-0.546,0.500,0.748,-15.625,15.381,-100.647
-0.565,0.476,0.547,-6.531,13.916,-105.835
-0.597,0.440,0.445,11.414,1.587,-109.192
-0.615,0.418,0.457,30.273,-16.602,-109.314
-0.632,0.372,0.473,39.856,-30.762,-108.948
-0.641,0.305,0.490,48.462,-39.063,-107.422
-0.662,0.196,0.490,70.129,-46.814,-104.370
-0.572,0.140,0.473,82.825,-54.260,-94.849
-0.716,0.119,0.428,107.422,-64.209,-80.933
-0.658,0.199,0.573,100.830,-81.238,-68.542
-0.634,0.248,0.648,93.994,-87.891,-62.317
-0.550,0.252,0.683,94.360,-90.271,-60.547
-0.615,0.219,0.684,101.318,-94.238,-60.242
-0.578,0.222,0.770,95.459,-99.731,-60.425
-0.542,0.260,0.920,69.214,-104.431,-58.411
-0.515,0.332,1.029,47.546,-100.464,-55.969
-0.490,0.357,1.024,35.583,-87.097,-57.312
-0.480,0.301,0.959,37.964,-75.073,-63.782
-0.411,0.251,0.988,35.889,-72.449,-69.092
-0.396,0.206,1.077,21.179,-72.998,-71.777
-0.403,0.148,1.182,10.620,-68.542,-74.341
-0.393,0.076,1.242,10.803,-58.960,-73.853
-0.369,0.033,1.253,11.841,-45.654,-69.519
-0.348,0.023,1.230,12.756,-32.715,-61.951
-0.332,0.022,1.222,15.137,-23.071,-54.993
-0.337,0.022,1.217,19.531,-15.930,-48.889
-0.340,0.047,1.184,28.320,-8.423,-42.786
-0.356,0.072,1.128,32.532,-1.465,-38.391
-0.374,0.056,1.078,27.466,4.639,-37.170
-0.399,0.025,1.041,19.653,9.033,-35.339
-0.432,0.003,0.999,14.526,12.634,-30.334
-0.464,0.001,0.957,4.395,16.724,-23.437
-0.486,0.038,0.877,-1.282,20.935,-14.893
-0.498,0.113,0.799,-3.418,22.522,-6.348
-0.505,0.167,0.761,-2.258,20.020,-1.831
-0.511,0.202,0.762,2.930,15.198,0.061
-0.517,0.231,0.778,9.644,11.475,0.977
-0.524,0.246,0.779,14.893,10.498,0.427
-0.529,0.240,0.762,14.587,11.658,-1.465
-0.534,0.225,0.727,12.817,12.329,-2.319
-0.532,0.235,0.710,8.301,11.536,-1.709
-0.530,0.255,0.689,9.216,9.583,-0.122
-0.529,0.258,0.680,11.169,6.287,0.732
-0.521,0.255,0.704,5.005,2.502,0.977
-0.505,0.262,0.738,-1.831,-0.549,1.831
-0.491,0.283,0.768,-0.610,-2.686,3.357
-0.472,0.298,0.820,-0.366,-4.944,3.357
-0.456,0.290,0.873,0.488,-6.348,1.648
-0.442,0.277,0.913,2.075,-5.554,-0.183
-0.437,0.255,0.917,9.033,-3.540,-1.099
-0.436,0.254,0.910,13.245,-1.526,-0.610
-0.436,0.244,0.893,11.230,0.366,-0.183
-0.428,0.253,0.890,4.456,1.648,0.305
-0.423,0.263,0.879,5.371,2.014,1.709
-0.424,0.267,0.887,6.531,1.343,2.197
-0.427,0.265,0.904,5.127,1.038,2.014
-0.436,0.253,0.905,3.601,2.014,1.953
-0.439,0.236,0.906,-0.427,4.028,2.136
-0.450,0.238,0.884,-1.282,5.859,3.784
-0.454,0.249,0.859,1.770,6.958,5.859
-0.459,0.256,0.856,0.793,6.653,6.958
-0.461,0.261,0.862,2.991,5.981,7.507
-0.464,0.278,0.868,4.517,6.104,7.690
-0.472,0.288,0.847,6.165,7.202,7.080
-0.474,0.291,0.826,4.089,8.118,5.554
-0.476,0.276,0.810,3.662,7.629,3.967
-0.478,0.260,0.816,5.676,5.615,3.174
-0.475,0.256,0.843,5.005,3.601,3.662
-0.473,0.252,0.857,5.798,3.113,4.211
-0.468,0.254,0.868,5.371,3.357,4.578
-0.466,0.249,0.880,2.075,4.089,4.456
-0.464,0.233,0.879,0.854,5.249,4.211
-0.461,0.225,0.873,-0.549,6.226,4.272
-0.462,0.223,0.855,1.831,6.592,4.883
-0.455,0.242,0.845,1.587,6.409,5.859
-0.458,0.249,0.827,2.563,6.287,5.615
-0.459,0.241,0.818,1.282,5.554,4.700
-0.455,0.235,0.818,-3.967,5.188,3.967
-0.454,0.243,0.813,-4.761,4.944,4.639
-0.448,0.237,0.802,-2.869,4.517,5.127
-0.446,0.239,0.801,-0.244,3.967,5.493
-0.450,0.256,0.800,3.967,2.930,6.104
-0.444,0.254,0.800,5.371,2.075,5.371
-0.442,0.239,0.815,3.540,1.282,4.395
-0.441,0.238,0.825,2.930,1.099,4.883
-0.440,0.274,0.813,4.883,2.136,6.775
-0.442,0.300,0.794,5.432,2.686,7.019
-0.445,0.304,0.800,2.014,2.258,5.188
-0.445,0.283,0.807,1.648,1.221,3.113
-0.447,0.279,0.836,1.404,-0.427,2.319
-0.454,0.283,0.849,4.883,-0.916,2.136
-0.485,0.345,0.929,9.766,-0.854,1.648
-0.415,0.318,0.925,18.372,1.587,-0.732
-0.443,0.267,0.921,1.038,8.606,-5.554
-0.430,0.201,0.853,-1.526,12.085,-6.409
-0.454,0.212,0.835,-2.991,11.047,-3.235
-0.451,0.255,0.832,5.981,7.324,1.892
-0.448,0.297,0.865,5.981,3.906,3.662
-0.453,0.276,0.900,2.686,2.258,1.526
-0.460,0.243,0.900,-1.038,3.052,-0.366
-0.458,0.238,0.890,-0.793,4.700,1.099
-0.458,0.231,0.870,-1.282,5.554,2.625
-0.456,0.232,0.862,1.892,4.700,4.028
-0.456,0.244,0.862,5.798,2.930,5.676
-0.453,0.244,0.867,9.521,1.343,5.798
-0.454,0.237,0.868,9.338,0.854,5.127
-0.453,0.228,0.879,9.766,0.854,4.333
-0.455,0.201,0.875,7.629,1.770,3.052
-0.453,0.176,0.870,7.690,2.625,2.563
-0.455,0.166,0.876,3.601,3.479,3.967
-0.454,0.182,0.867,1.831,4.944,6.409
